,review,ac_P1,air_minum_P1,air_panas_P1,airy_internal,bau_P1,bising,breakfast,fasilitas,fasilitas_inroom,fasilitas_non_inroom,fisik_bangunan,handuk_P1,kebersihan,kebersihan_inroom_P1,kebersihan_non_inroom,linen_P1,lokasi,marketing_false,overall,perlengkapan_mandi_P1,rusak,serangga,service,service_front_office,service_house_keeping,service_security,sunrise_meal_P1,tidak_sesuai_pesanan,tv_P1,wifi_P1
95,penginapan berada di dalam gang sempit dan sangat susah mencari penginapan tersebut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
96,"di kasih handuk bekas, yg sangat basah. tidak ada keset kamar mandi dan air semprotan wc bocor",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
97,Wifi tidak ada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
98,"Luas kamar tertera 20 m2 kenyataannya gk sampe, dan ac kurang dingin, subuh kebangun karena gerah",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,"Tempat horor banget... Kotor.. Kamar mandi kotor, air banyak cu.. Alias kotor.. Tembok mohon di cat ulang.. Ahh pokoknya harus banyak yg diperbaiki sih.. Dari kamar, ke bersihan Lantai, ac, toilet, Tempat tidur.. ",1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
100,"nyaman pelayanan ok cman box airy yg berisikam snack kosong
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
101,"kurang bersih, pelayanan agak lambat",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
102,"bersih, nyaman, dapet snack gratis. cm TV banyak semutnya",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
103,"Fasilitas kurang memuaskan...saluran televisi cm ada 3 saluran, AC kurang dingin. Karna kurang memuaskan saya jam 5 sore sudah cek out, masuk jam 2 siang keluar jam 5 sore.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,"barang tertinggal di kamar, balik di cek ga ada lagi. OB nya patut di pertanyakan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
105,Kamarnya bagus tapi pelayanannya tidak menyenangkan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
106,handuk mandi tidak ada..cman dapet sarapan.. so far..ok lah,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,"Generally good, my room the air conditioner was not work properly so the room temperature feel warm can not cool",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,"Air panas lama banget keluarnya, air dingin lebih dominan. Lebih sering air panas tidak keluar. AC kamar sering mati sendiri dan kurang dingin lokasi hotel strategis, untuk sarapan paginya enak.",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,"1. Saat booking 1 kamar twin bed stlh dtg utk check in persediaan kmr utk twin bed hbs, hrs negosiasi dulu yg cukup lama akhrnya dpt tp kamar yg paling jauh. 2. Shower kamar mandi kurang nyaman dipakai. 3. Mau pinjam hair dryer ga pernah ada.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,"tapi sayang ya pintu kamar mandinya rusak, pembuangan airnya bermasalah
selainnya baik 😊",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
111,"perlengkapan tdr dekil,,bau,,ga nyaman banget buat tdr.. TOLONG DIPERHATIKAN",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,"1. kamar yang pertama kurang memuaskan banyak nyamuk,bau dan pengap, pindah 1 agak lumayan, pindah yg kedua lumayan
2. untuk sarapan pagi lumayan sesuailah dengan harga
3. untuk pelayanan bagus
saran : semoga kedepannya lebih baik lagi dan banyak yg menginap disini (Airy ECO Gatot Subroto) 
terimakasih",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
113,kamar murang beraih dan kamar mandi licin sehingga terpeleset 2 kali...terima.kasih,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,"selimut agak kotor, hot shower mati/rusak, fasilitas kamar mandi sudah tidak baik, pipa bawah wastafel bocor ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
115,bagus. tapi sayang gak ada lift nya. ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,"AC-nya mati, TVnya gambarnya tidak jelas.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
117,"seharusnya dapat kamar yang twin tapi malah dikasih yang biasa,  bilangnya penuh tau nya banyak yg kosong!  kecewa dibohongi. gak recomen banget!!! ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
118,"Lokasi sebenarnya strategis, kamar kecil terus AC-nya ribut, TV masih pake antena dalam bantalnya masih bau waktu saya kesana. Kamar kecil juga sempit.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,"pelayanan yang mengecewakan,sudah boking psgi malam kesana kamar belom disiapkan tidak ada makanan ataupun perlengkapan toilet seperti diketerangan tv yg tidak bisa ditonton,bahkan masih ada sampah dibawah tempat tidur ada lagi bekas alat kontrasepsi dilemari ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
120,"kamar menyenangkan karna strategis dengan pusat kota, tapi koneksi wifi buruk",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
121,"Karyawan Hotel terlalu berisik, pesanan saya airy. Tetapi fasilitas seperti snack, toiletres tidak saya dapatkan. ",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
122,"Pelayanan kurang memuaskan, dan kunci pintu sudah untuk dikunci.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
123,cuma air kurang lancar dan ac kurang dingin,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,"nilai 90 dr 100. minus kmrn dpt anduk bau sangit, untung bw anduk sendiri. overall sangat puas. kalo ke jogja butuh penginapan mau ke sini aja lg.  *****",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,"televisi kabur, colokan cuman satu dan posisinya dibelakang kasur (susah dijangkau), kamar mandi tidak ada ember nya",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
126,"Ngeri suasananya kasurnya juga keras, pokoknya tidak enak.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,"Disana nginap 3 hari tp hari ke 3 baru dibersihin kamarnya itupun harus kami yg minta sampe bebrapa kali, belom lagi dengan pelayanan orang yg kerja jauh dari standart kebersihan klu diperhatian dari sarung bantal, badcover, terutama handuk sangat kurang baik. Mohon untuk perbaikan kinerja kariawan untuk kelangsungan usaha anda... Trimakasih ",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
128,"Baik semua nya, tapi ac kurang dingin",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,"Pelayanan luar biasa baik, sangat aware dan care dengan pelanggan. Parkir luas, design bangunan menarik, design ruang makan yang menarik dan unik.
Ruang kamar mandi sekaligus toilet terlalu sempit sehingga kurang leluasa untuk mandi serta air panas yang tidak setiap saat, adakalanya tidak mendapatkan air panas untuk mandi.
Kondisi tirai dan jendela",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,"Tidak ada air mineral free, tidak ada wifi dan shower tidak ada air panas ",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
131,"Air hangat kurang, kamar jg kurang bersih",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,"staf kurang responsif, hanya sekedar minta air panas secangkir untuk ngopi ja nggu sehari. tempatnya masuk gang sempit harga.  tempat kurang bersih ",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
133,"One of the worst hotels, smelly room, dripping water from the ceiling in bathroom,didnt like the staff also, unfriendly.",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
134,"My staying room which is room number 007 was next to puddles. The AC was actually working well, but we couldn't sleep at all because there were too many mosquitoes that had bitten me and my partner to die 😱😱🐜. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
135,"lokasinya susah banget ditemuin, untuk kamarnya sih standar karna sesuai budget. cuman kemaren lampu toiletnya tiba2 mati. Bisa check in tengah malem. Tapi menurutku sih ini bukan hotel atau homestay tapi rasa kos kosan.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
136,kurang bersih,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,Kotor,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,"Room facilities too bad, No Tisue No Soap Towel Only 1 given although I did mention 2 people staying",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
139,"tempatnya kecil,kamar mandinya bau,banyak sabang..",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,service pelayannya kurang bagus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
141,tidak ada keset atau alas kaki ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,Receptionis tidak standby dan harus telpon dulu dan harus minta kamar di beresin . Wifi rusak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
143,"SANGAT TIDAK MEMUASKAN!!! Kamar penuh nyamuk,minta obat nyamuk semprot saja tidak ada.dinding penuh dengan nyamuk mati.dalam semalam bisa membuh 20 nyamuk.kamar mandi juga kotor",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
144,KASUR KERAS WIFI MATI AIR PANAS MATI,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
145,Tembok ny basah lembab cleaning service ny judes.. sy nginap 7hari padahal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
146,kamarnya kurang bersih,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,"ac tidak dingin, airnya kecil. seharusnya sebelum ada yang booking diperiksa dl",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,"Kamar cukup lumayan, Kamar mandi agak kotor ",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
149,"seprainya bolong kecil. handuknya agak bau, semua lacinya kotor terutama yg di toilet. ruangan tidak kedap kebetulan ada pasangan berantem jadi cukup heboh. pelayanannya ramah. maklum lah harganya murah. ",0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,"Kamar yg di belakang resepsionis, ada baiknya jika bisa lebih dibersihkan atau dikasih serap. Karena agak bau apek dan lembab. Sprei juga kurang bersih. Padahal sebelumnya di lantai 2 bersih dan nyaman kamarnya. Sukses y",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,sangat jelek ... tidak pantas masuk traveloka ... air asin dan coklat keruh...kamar bau ... saya sangat kecewa ..,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,Tidur kurang nyaman suara warung di luar hotel kedengaran kuat sekali ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,"kamar sudah tua terlihat seperti gedung lama dan tidak banyak pengunjung , air tidak keluar dari keran , di kasur banyak semut dan yang paling engga sesuai adalah foto dengan kondisi asli sangat jauh berbeda dan lagi WC keliatan tidak pernah dibersihkan . bener banyaj yg bilang angker ",0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
154,"awal'y saya pesan yg single. sudah bayar di muka pula. ntah mengapa,pas saya check in. kamar itu ga tersedia. alhasil nambah 40rb,dpt yg double. sedikit kecewa juga.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
155,Tempatnya  Susah ditemukan walaupun terkadang sudah pake google map  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
156,"g ad air panasnya, g ada tmpt sampah dan tisue toilet.  .sbnerny y lumayan lha klo bwt smlm. .",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,"pelayanan parah, resepsionis yang gondrong amat sangat ketus, SAYA DISINI MENGINAP BAYAR BUKAN GRATIS. tolong untuk resepsionis yang gondrong coba beretika yang lebih SOPAN !",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
158,"sheet ya kurang bersih ,lantainya banyak rambut dan pelayanan kurang .",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
159,Kamar tidak pernah dibersihkan dan dirapikan  ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
160,Ketersediaan air perlu selalu siap sepanjang hari,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,sayangnya ga da Air panas,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,"staf hotel ramah.. untuk airy room disediakan snack & alat mandi setiap hari. hanya saja seprai & selimut masih ada bekas noda. selain itu, sangat nyaman di hotel ini.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,kamarnya pengap. tidak ada airy snack karena katanya habis dari airynya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
164,Ac kurang dingin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,"Uncomfortable location, the security lock the gate at 10 pm preventing guest to go even to the nearest store, quite bad for those who want to do night outing",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,"snack cuma di berikan 1 malam.
",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
167,"Banyak semut, dan prabot byk yang rusak seperti pintu kamar mandi ga bisa di kunci, dinding berjamur dan meja sebelah tempat tidur rusak",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
168,"Karyawan Hotel terlalu berisik, suara troli di lantai atas sangat mengganggu kamar tidak kenal suara. Pesanan saya airy. Tetapi fasilitas seperti snack, toiletres tidak saya dapatkan. ",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
169,pelayanan baik. kamar baik. kamar mandi perlu exost. agak bau di km mandi.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,"the water was so dirty . brown colour, dirty floor and breakfast horrible",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,"Lokasi seram, gelap, kamar kotor..toilet kotor...not recomended ..",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
172,"Tempatnya si strategis, bnyak yg jual makanan di sekitarnya. Tapi Kamarnya sempit, kamar mandi bau, kran air berkarat semua, air tidak lancar, ada hewan2 di kamar mandi (kecoak, kelabang (meskipun sudah mati)). Jadi kecewa, tidak memuaskan",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
173,"pure! hotelnya nyeremin,tiap malem. mau tidur banyak suara suara aneh dan spt ada yg liatin (semacem setan keknya). 
lalu ruangan redup dan kurang penerangan, tidak ada telfon, handuk juga diminta dulu baru dikasih.. kamar mandi rada jember..reseptionsnya tada jutek yg bpk bpk cowok entah namanya siapa,ditanya apa jawabnya apa.. hadehhh
NAKUTIN FIX",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
174,"Kamarnya lumayan bersih walau tak persis sama dengan yg di foto. Kebetulan waktu itu saya pakai 2 kamar 1 double bed dan 1 kamar yg twin bed kecil sekali sempit susah bergerak/sholat. Airnya juga suka mati sendiri, tv jadul tidak ada remotnya. Sebenernya ada kamar yg besar-besar seperti di foto tapi tidak masuk/tidak dapat di pesan lewat aplikasi airy cuma bisa di pesan langsung di hotel ( harga hotel ) tentu berbeda. Tidak ada lift jadi cukup menyulitkan saya yg sedang hamil. Kalau sarapannya sih lumayan (standart) semoga next bisa lebih di tingkatkan lagi.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,Please write or noted if those bathrooms are shared.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,lumayan.tetapi kurang ramah ya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
177,"kamarnya berdebu bangeet, trus pintunya gabisa dikunci dari dalem saya panik kl tbtb ada yang masuk. kamar mandinya klosetnya jg kotor dan keliatan ga pernah di sapu dipel",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
178,closetnya mamfet 😨 kamar mandi ngeres,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,"kurang tempat sampah di dalam kamar . 
",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,"lokasi hotelnya strategis,  deket ama tempat2 makan di depok dan gampang diakses,  hanya saja kamarnya superrr duper sempitttttty sampe utk buka pintu kamar aja susah karena mentok tempat tidurrr... cuma itu sih yang bikin ga nyaman,  tp pelaynannya ok... ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,di kamar banyak nyanuk. makanan klu malam tidak tersedia. air panas tidak tersedia. sarapannya lama banget buatnya,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
182,1. staf kurang ramah 2. denda tidak masuk akal 3. sinyal TV tidak bagus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
183,"tidak sesuai sama yg di foto ,,, saya baru masuk 5menit langsung cekout  ,,, itu mah bukan hotel tapi kos2an kumuh ,,, ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
184,"Lokasi,fasilitas dan pelayanannya mantap tapi di voucher traveloka tertulis sarapan gratis tapi di voucher airy ""room only""...sarapan tidak di cantumkan jadi salahnya dimana? Pihak traveloka, airy atau hotel???",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,"bagus, hanya saja ACnya kurang dingin, resepsionisnya jutek",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
186,"1. banyak semut dan nyamuk. 2. handuk, selimut dan sprei tidak diganti selama 3 hari saya menginap. 3. Handuknya hanya disediakan 1 saja per kamar padahal saya berdua dalam 1 kamar. 4. hari kedua saya menginap, mereka telat memberi jatah minum dan jajan dan peralatan mandi. tunggu ditanya dulu baru diberikan. 5. kurang ramah. maaf dan terima ksh",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
187,tidak ada tersedia air minum dan snack yg dimana hotel airy yg biasa saya kunjungi menyiapkan...,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
188,"Tempat sangat kotor,sprei,karpetny sudah ga layak.pengcahayaan lorong dan kamar sangat kurang.seharusnya ada kontrol dari airy untuk stan dar hotelnya. akhirny jam 11 malam pindah k hotel lain karena sangat ga nyaman tidur di hotelnya. ",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,penerangan kamar kurang terang..,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,untuk harga segitu sih so far bagus tp aroma kamar mandi nya khas bgt..Pengen padahal udh ada exshause nya...ampe susah tidur krn udara bau,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,"Kamar mandi yg kurang baik perawatannya, kasur yg sedikit gatal.. Kurang puasa sama kamar mandinya ajaa..",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
192,"Air kecil banget, susah mandi.",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,"Tempat oke, Room bagus cuma tempat lumayan masuk dan saran saja kebersihan kamar lebih di perhatikan lagi terutama sarang laba² yg berkeliaran :) karena saya jg orang perhotelan. ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
194,makanan saat breakfast selalu habis sehingga menunggu lama dan menu tidak bervariasi serta hambar,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,"Kamar 104 yang saya tempati, kurang bagus. Tidak sesuai gambar. Terdapat kerusakan di dinding kamar, dan kamar mandi juga. Kurang bersih. Remote AC kurang berfungsi dengan baik",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,"makanannya kurang enak,  nasinya keras bgt",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,sarapan  box.. ngga ada lift utk lantai atas.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,"Semua cukup memuaskan, hanya kamar mandi yg sedikit kotor dan ketel listrik yg berkerak shingga saya takut utk menggunakannya",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
